what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938149007
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336938149041
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336938149902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938154635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938159346
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336938159373
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1336938193072
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1336938193092
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336938194188
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1336938198443
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336938207736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938241689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938282968
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336938283011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336938283744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938284816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938285126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938285426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938285747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938293963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938296179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938297524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938300812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938309514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938313122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336938314444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938315005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938316391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938327887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938333273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336938333750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938335776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938347947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336938349567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336938350054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336938359300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938360935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938361343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336938402354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938403286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938422252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336938440559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938643559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336938775142
